L,invL,sup_dev,mean_dev,median_dev,s_ref_eff
8.0,0.125,2.753680905278148,1.2323952198101644,1.0009356411138253,3.0
10.0,0.1,1.4573394407002458,1.026880060357746,1.0058453521335244,3.0
12.0,0.08333333333333333,1.1464153907773178,0.963391824640032,1.0020466716534593,3.0
14.0,0.07142857142857142,1.0526547459223945,0.9445699130552715,1.0006986320781954,3.0
